Heart_rate,Max_volume,Min_volume,Endsys_volume,Enddiast_volume,Max_preassure,Min_preassure,Endsys_preassure,Enddiast_preassure,Stroke_vol,Eject_F,Cardiac_output,Stroke_work,Art_elastance,dPdt_max,dPdt_min,dVdt_max,dVdt_min,PdVdt_max,PdPdt_max,VdPdt_max,VdPdt_min,Tau_w,Tau_g,Max_power,PAMP,Group
264,447.19,343.14,400.47,395.95,102.87,-2.71,100.97,3.32,104.05,23.27,27502.96,6757,0.97,6884,-10114,13376,-4648,81.44,22.26,413.47,354.25,9.22,10.84,48.07,3.07,Case
263,443.99,326.87,384.52,408.94,101.73,0.67,99.92,5.53,117.12,26.38,30821.05,8011,0.85,8044,-9330,11112,-6155,81.28,23.95,410.08,335.22,10.43,11,50.67,3.03,Case
264,430.36,348.66,374.6,401.79,105.13,-0.15,102.73,4.95,81.7,18.98,21595.07,6192,1.26,6946,-9941,8976,-3075,80.26,22.98,407.63,353.62,10.28,10.54,37.63,2.33,Case
264,428.54,352.37,377.23,406,105.61,-1.06,103.31,2.23,76.18,17.78,20134.5,5439,1.36,6758,-9612,8915,-3081,80.24,22.46,400.22,354.82,9.56,11.26,37.87,2.3,Case
263,452.78,338.49,386.84,407.38,101.58,-2.14,95.48,6.14,114.29,25.24,30077.24,7084,0.84,6570,-9910,12807,-4836,80.48,22.49,412.21,351.11,9.66,10.1,52.53,3.17,Case
262,438.65,335.79,376.04,407.32,103.84,0.12,101.48,5.2,102.86,23.45,26950.36,7597,0.99,7088,-9283,9042,-4896,81.48,26.71,413.03,345.15,10.3,10.45,46.08,2.78,Case
262,431.93,350.6,373.4,403.23,106.62,-0.15,103.51,4.37,81.33,18.83,21308.15,5920,1.27,6852,-10506,9545,-3710,81.42,23.32,404.74,355.63,10.13,10.19,43.73,2.69,Case
264,434.07,351.68,389.61,404.3,105.19,-2.53,103.54,2.22,82.39,18.98,21777.44,5592,1.26,6758,-9314,8982,-2954,82.99,21.99,403.8,356.26,9.18,11.54,40.47,2.48,Case
262,447.5,329.63,373.91,410.08,100.44,0.46,93.27,5.54,117.87,26.34,30883.1,8124,0.79,6884,-8546,8788,-4394,80.18,16.66,418.81,343.14,9.96,10.54,45.92,2.73,Case
261,433.44,344.76,374.84,405.18,104.45,-0.1,101.82,4.98,88.67,20.46,23132.27,6808,1.15,6601,-9157,9793,-3892,82.27,21.5,412.4,348.91,10.27,11.24,43.22,2.63,Case
262,431.49,351.11,376.23,410.08,106.07,-0.31,103.53,2.88,80.38,18.63,21060.77,5694,1.29,6507,-10271,8286,-4521,79.93,20.96,402.92,355.13,9.77,10.25,39.97,2.38,Case
263,444.11,346.71,398.96,399.02,103.48,-2.75,101.77,3.32,97.4,21.93,25631.91,6253,1.04,7041,-9769,13751,-3958,80.85,20.25,412.65,358.45,9.27,10.28,40.72,2.56,Case
261,444.17,328.44,381,408.07,101.85,0.49,99.23,5.12,115.73,26.06,30191.48,8078,0.86,8107,-9753,9732,-4642,80.93,22.65,412.53,336.22,10.36,10.76,49.5,2.97,Case
263,431.62,347.28,374.6,401.98,105.16,-0.12,102.65,4.9,84.34,19.54,22194.79,6240,1.22,6460,-10537,6658,-4334,82.3,20.81,406.93,353.18,10.14,10.17,38.73,2.4,Case
262,429.29,349.79,374.03,402.54,105.19,-1.66,101.91,2.11,79.5,18.52,20829.24,5542,1.28,6758,-10004,9672,-3389,80.43,23.5,400.47,354.94,9.49,10.16,41.48,2.56,Case
267,450.4,333.34,380.81,408.76,100.94,-1.56,93.52,5.79,117.06,25.99,31215.86,7564,0.8,7495,-9189,10549,-6470,78.97,20.41,414.78,346.65,9.53,10.44,49.37,2.95,Case
256,436.64,340.87,372.53,406.24,103.59,0.02,100.53,5.29,95.77,21.93,24555.67,7179,1.05,7119,-9988,9926,-4146,82.06,22.81,413.66,346.9,10.3,10.34,42.36,2.57,Case
262,431.56,350.73,379.49,402.67,106.81,-0.18,105.21,4.21,80.82,18.73,21176.53,5918,1.3,6852,-10584,8728,-3202,81.95,23.9,403.73,354.69,10.17,10.12,39.23,2.42,Case
262,433.56,352.43,391.8,403.42,105.21,-2.6,104.58,2.31,81.14,18.71,21258.99,5437,1.29,6115,-10584,11494,-3583,81.4,18.7,403.3,356.7,9.06,10.38,40.78,2.51,Case
264,448.45,329.32,376.1,409.07,100.68,0.38,94.23,5.78,119.13,26.56,31487.94,8160,0.79,6868,-8593,9296,-4400,80.15,23.59,417.74,342.57,9.97,10.46,50.19,3,Case
260,431.74,344.89,374.78,404.3,103.87,0.01,101.55,5.09,86.85,20.12,22558.95,6579,1.17,6946,-9988,8540,-4146,83.5,25.79,409.2,349.41,10.28,10.33,41.31,2.53,Case
265,430.68,350.6,375.54,406.24,105.83,-0.23,103.11,3.27,80.07,18.59,21258.39,5740,1.29,6758,-10522,9793,-4025,80.2,21.79,401.79,354.62,9.91,10.12,41.46,2.51,Case
264,438.84,347.09,392.24,399.15,103.25,-2.67,101.48,2.11,91.75,20.91,24250.66,6082,1.11,6711,-9957,13751,-4085,80.37,19.39,408.76,354.19,9.04,10.35,41.12,2.58,Case
353,504.64,280.39,290.31,503.2,107.23,1.12,89.46,3,224.25,44.44,79146.17,19692,0.4,12121,-5551,9611,-9169,1.26,39.88,478.64,282.46,9.4,16.28,126.39,4.99,Case
353,503.63,282.59,291.13,502.19,109.74,1.01,92.33,2.41,221.05,43.89,78016.15,19726,0.42,12669,-5551,8728,-9738,87.53,32.53,476.88,283.59,9.36,16.93,129.38,5.13,Case
351,502.13,271.15,275.8,446.05,105.35,-2,87.47,-0.24,230.97,46,81042.7,19302,0.38,13986,-5660,9236,-10047,-1.83,35.51,462.57,275.05,7.82,15.76,137.31,6.9,Case
353,466.46,244.59,248.42,466.46,97.85,-1.92,81,3.44,221.87,47.56,78306.66,14431,0.37,14128,-5896,13630,-13128,77.53,27.28,398.45,261.42,8.41,15.48,145.44,6.68,Case
351,497.92,271.15,278.69,497.73,102.65,1.23,84.19,3.38,226.77,45.54,79566.76,17511,0.37,13485,-5378,10743,-9296,80.62,34.32,455.91,272.73,9.04,14.53,120.89,4.88,Case
353,505.58,281.71,290.75,504.89,108.09,1.11,90.29,3.11,223.87,44.28,79013.73,19709,0.4,12638,-5519,8982,-9545,1.47,37.92,478.2,282.84,9.43,16.72,133.41,5.23,Case
353,505.33,282.59,292.7,490.83,109.09,0.39,92.1,1.03,222.75,44.08,78616.4,19528,0.41,12105,-5551,8540,-9290,1.01,39.05,471.42,284.22,8.79,15.7,130.22,5.41,Case
351,490.7,267.01,269.59,441.97,103.65,-2.39,85.64,-0.13,223.68,45.58,78485.82,18479,0.38,12889,-5802,9799,-10804,-2.03,26.45,458.05,269.53,7.77,15.83,133.81,6.85,Case
353,484.73,249.62,256.08,483.35,97.51,-0.13,82.12,3.68,235.11,48.5,82980.54,13479,0.35,15053,-5739,13436,-19216,77.64,29.22,390.1,263.12,8.51,14.82,142.61,6.1,Case
351,496.67,273.98,285.73,496.35,104.2,1.15,86.15,3.13,222.69,44.84,78135.42,18968,0.39,14033,-5190,10489,-9103,1.61,36.84,470.67,275.74,9.09,15.3,119.95,4.87,Case
353,503.01,281.08,289.37,500.87,107.42,1.06,89.59,2.88,221.93,44.12,78328.02,19341,0.4,12418,-5457,9296,-9545,1.4,38.64,474.75,281.77,9.29,16.45,127.36,5.08,Case
355,500.5,281.08,291,475.13,106.71,-0.4,89.62,0.09,219.42,43.84,77899.76,19029,0.41,12591,-5504,9169,-9357,0.5,38.71,465.27,282.02,8.52,15.19,124.93,5.53,Case
351,475.94,261.61,265.25,439.58,100.6,-2.47,83.19,-0.01,214.33,45.03,75204.79,17085,0.39,15962,-5755,10489,-11427,80.49,32.95,440.9,267.58,7.82,15.58,138.01,7.14,Case
353,495.98,255.39,262.49,494.91,96.75,-0.01,82.14,3.4,240.58,48.51,84911.61,12116,0.34,13547,-5363,12371,-19216,75.92,36.61,391.54,271.91,9.16,14.04,142.11,5.8,Case
349,497.92,277.12,289.37,497.04,104.66,1.14,87.3,3.38,220.8,44.34,77022.42,19228,0.4,12560,-5284,9672,-9986,1.67,31.56,475,278.94,9.35,16.05,126.61,5.12,Case
353,503.51,281.27,294.27,500.93,108.12,1.12,91.67,2.63,222.24,44.14,78439.1,19340,0.41,12340,-5488,9611,-10174,84.34,38.58,474.94,282.65,9.2,16.21,131.82,5.25,Case
351,500.62,279.82,289.75,455.47,106.49,-1.12,89.53,-0.26,220.8,44.1,77472.84,19266,0.41,12105,-5425,9418,-10804,-0.92,28.72,468.84,281.08,8.08,15.42,133.35,6.43,Case
353,468.78,251.06,256.53,441.21,99.12,-2.5,82.89,0.13,217.72,46.44,76843.41,15565,0.38,14582,-5770,13128,-13691,84.13,35.46,413.52,261.11,7.8,15.5,137.63,7.07,Case
351,499.37,268.46,270.46,498.36,100.58,0.13,82.14,3.58,230.91,46.24,81021.46,13163,0.36,14112,-5378,13001,-16329,76.06,31.07,396.25,273.04,9.29,13.88,125.93,5.07,Case
351,503.13,280.58,289.05,502.19,107.9,1.14,89.79,2.97,222.55,44.23,78088.7,19784,0.4,12638,-5347,9859,-9605,1.59,33.14,477.32,282.65,9.37,16.33,129.96,5.15,Case
351,504.08,282.65,290.94,503.7,110.54,1.08,93.16,2.74,221.43,43.93,77693.7,19845,0.42,11682,-5613,8667,-9551,1.4,39.98,475.88,284.53,9.21,16.51,133.84,5.28,Case
353,502.19,276.37,282.96,451.76,106.93,-1.45,89.7,-0.43,225.82,44.97,79701.56,19531,0.4,13171,-5692,8038,-9551,-1.37,38.05,465.08,278.19,8.02,15.51,130.35,6.39,Case
351,464.32,247.54,249.87,448.69,99.31,-2.41,81.78,2.63,216.78,46.69,76062.74,14969,0.38,15617,-5755,12752,-12432,79.16,30.41,405.17,264.5,8.07,15.65,152.51,7.58,Case
351,497.99,271.66,278.19,497.67,102.1,1.36,84.27,3.33,226.33,45.45,79413.86,16213,0.37,13720,-5378,13315,-8921,81.28,36.89,441.78,272.35,9.11,14.22,118.81,4.8,Case
351,503.57,280.64,290.18,502.94,108.29,1.17,90.97,3.22,222.93,44.27,78222.49,19708,0.41,12826,-5472,9799,-9926,1.51,37.39,477.01,282.09,9.53,16.98,128.78,5.09,Case
351,502.19,283.28,292.19,491.07,110.27,0.5,93.37,0.93,218.92,43.59,76812.39,19732,0.43,11901,-5692,9424,-9484,0.98,39.37,474.12,283.47,8.92,15.97,132.7,5.5,Case
351,491.64,266.51,268.58,443.35,105.21,-2.34,88.15,-0.02,225.13,45.79,78993.38,18680,0.39,14535,-5739,8788,-11052,-1.9,35.23,456.91,271.78,7.99,16.31,145.34,7.39,Case
351,488.94,253.57,256.71,488.13,99.07,-0.02,83.74,3.55,235.37,48.14,82584.47,13154,0.36,14551,-5692,13751,-17649,78.47,28.55,390.66,265.82,8.73,14.73,144.61,6.07,Case
353,496.98,274.3,284.97,496.54,105.64,1.11,87.55,2.93,222.69,44.81,78595.04,19366,0.39,13532,-5378,9672,-9103,1.67,34.24,471.86,276.62,9.29,16.06,123.28,5,Case
353,503.01,281.83,290.31,500.69,108.17,1.11,91.2,2.83,221.18,43.97,78063.14,19243,0.41,12152,-5535,9169,-9545,85.93,30.44,476.06,282.33,9.17,16.18,130.21,5.19,Case
351,501.31,279.95,287.61,456.91,107.26,-1.09,89.78,-0.4,221.36,44.16,77670.34,19312,0.41,12936,-5755,9296,-9042,-0.84,30.8,467.52,280.83,8.14,15.83,123.7,5.93,Case
351,469.92,251.75,255.45,443.35,100.08,-2.61,83.07,0.75,218.16,46.43,76549.06,15669,0.38,15554,-5770,12813,-13061,84.19,33,415.84,265.57,7.79,15.57,142.22,7.24,Case
351,499.24,270.53,272.73,497.79,101.08,0.75,83.1,3.46,228.71,45.81,80248.45,13948,0.36,14567,-5331,12250,-11869,78.46,34.02,407.99,272.79,9.14,13.95,121.39,4.9,Case
351,503.45,281.14,290.44,503.45,107.97,1.14,90.45,3.15,222.3,44.16,78001.63,19744,0.41,12873,-5363,9793,-9920,1.61,34.21,478.7,281.64,9.27,16.3,133.5,5.27,Case
351,503.45,282.78,292.88,501.75,110.22,0.93,93.34,2.28,220.67,43.83,77428.25,19721,0.42,12999,-5566,8352,-9109,1.17,35.05,476.32,284.09,9.33,16.88,128.77,5.11,Case
351,500.3,270.53,275.05,443.1,106.07,-2.04,88.6,-0.35,229.77,45.93,80622.22,19469,0.39,14033,-5708,9169,-10489,-1.84,32.97,464.83,274.42,8.08,16.42,140.81,7.17,Case
353,467.71,244.78,248.36,467.71,98.57,-1.57,81.7,3.52,222.93,47.66,78680.49,14319,0.37,15993,-5755,12880,-15888,79.11,31.15,397.76,262.11,8.48,15.57,148.89,6.81,Case
349,496.92,271.28,277.38,496.16,103.15,1.2,84.92,3.29,225.63,45.41,78709.35,17654,0.38,13594,-5316,10422,-10108,81.06,34.21,457.29,273.79,9.06,14.8,127.1,5.16,Case
353,504.77,282.21,292.76,502.51,108.75,1.06,91.86,2.88,222.55,44.09,78548.05,19652,0.41,12779,-5519,9611,-8982,1.45,37,478.39,282.96,9.38,16.64,125.24,4.96,Case
351,503.63,283.34,291.5,483.85,109.58,-0.29,92.6,0.54,220.3,43.74,77296.58,19521,0.42,12622,-5488,8728,-9545,87.22,31.21,474.18,284.09,8.83,16.27,130.57,5.58,Case
351,484.86,264.69,268.21,442.91,103.86,-2.41,87.05,-0.15,220.17,45.41,77251.98,17853,0.4,12826,-5911,9859,-10428,-2.28,25.71,450.76,270.28,7.78,15.88,137.54,7.01,Case
353,489.69,248.42,252.07,488.38,98.79,-0.15,82.77,3.65,241.27,49.27,85155.13,13332,0.34,14002,-5739,12807,-16953,78.31,27.81,388.27,263.87,8.91,15.09,143.75,6.03,Case
351,498.05,276.18,285.6,497.86,105.99,1.04,87.91,3.15,221.87,44.55,77848.73,19322,0.4,13704,-5347,9230,-8855,1.56,34.93,472.3,278.38,9.24,15.98,116.68,4.71,Case
353,503.76,282.59,291.07,501.44,108.8,1,91.8,2.89,221.17,43.9,78061.01,19356,0.42,12121,-5551,8473,-9478,1.28,39.82,473.75,282.78,9.3,16.48,126.2,5.02,Case
355,500.87,282.33,290.31,476.13,107.71,-0.15,90.72,0.26,218.54,43.63,77588.19,19051,0.42,12434,-5394,8413,-9290,0.34,39.13,463.76,282.84,8.5,15.5,123.89,5.46,Case
351,478.01,262.24,265.13,440.15,101.77,-2.5,84.24,0.1,215.77,45.14,75710.21,17189,0.39,15931,-5770,10301,-10422,84.57,30.82,443.41,268.96,7.71,15.77,132.14,6.82,Case
355,490.89,252.07,255.45,487.75,97.32,0.1,81.07,3.49,238.82,48.65,84788.75,12778,0.34,15852,-5504,15325,-18212,78.41,30.69,387.65,264.81,8.85,14.52,138.44,5.82,Case
351,498.11,277.5,286.79,497.61,105.24,1.01,87.36,2.97,220.61,44.29,77407.01,19198,0.4,12748,-5347,9611,-9545,1.28,31.98,472.55,278.88,9.29,16.22,118.04,4.77,Case
353,502.44,282.96,293.08,500.18,108.83,1.01,92.21,2.78,219.48,43.68,77462.89,19412,0.42,13014,-5519,8982,-9484,84.04,36.5,476.82,283.72,9.21,16.51,127.03,5.08,Case
353,500.3,280.71,287.8,459.8,107.24,-0.99,90.23,-0.29,219.6,43.89,77505.61,19222,0.41,12732,-5535,8667,-9169,-0.68,38.46,464.76,281.71,8.18,15.75,127.87,6.05,Case
353,468.21,252.82,256.15,441.97,100.27,-2.56,83.38,0.39,215.39,46,76020.99,15833,0.39,12857,-5849,11487,-12746,85.82,37.25,417.41,264.62,8.04,15.96,138.63,7.1,Case
351,498.86,269.21,280.08,497.67,100.27,0.39,85.86,3.29,229.65,46.04,80579.74,13133,0.37,14473,-5331,14253,-17709,78.03,35.93,400.52,272.1,9.3,14.7,121.07,4.89,Case
349,502.57,281.01,288.99,501.31,108.11,1.09,90.42,3.19,221.55,44.08,77286.33,19773,0.41,12183,-5441,9738,-8855,1.51,31.46,477.57,282.15,9.38,16.67,123.57,4.92,Case
353,503.13,282.9,292.45,500.24,110.65,0.98,93.9,2.38,220.23,43.77,77727.77,19758,0.43,12465,-5692,8667,-9484,1.29,38.1,474.87,283.97,9.27,16.73,132.77,5.31,Case
351,499.3,273.92,279.57,445.61,106.65,-1.84,89.54,-0.52,225.38,45.14,79080.45,19308,0.4,13751,-5708,8600,-9357,-1.81,32.37,464.58,277.69,7.82,16.02,128.19,6.46,Case
351,460.62,247.36,249.62,459.86,98.93,-2.23,81.62,3.49,213.26,46.3,74828.9,14385,0.38,16103,-5754,13128,-15700,79.8,32.86,399.39,263.43,8.29,15.79,147.49,6.97,Case
351,497.79,271.28,277.75,496.04,103.03,1.22,84.71,3.19,226.51,45.5,79477.57,17232,0.37,13438,-5159,12686,-9424,77.81,38.6,452.02,273.79,9.1,15.51,120.16,4.88,Case
351,503.45,281.27,289.94,502.25,108.51,0.98,90.72,3.19,222.18,44.13,77957.04,19681,0.41,12842,-5363,10047,-9611,1.39,35.73,478.33,281.9,9.58,17.33,127.89,5.07,Case
355,501.88,282.71,292.38,490.01,109.6,0.53,92.44,1.01,219.16,43.67,77809.51,19390,0.42,12748,-5582,9042,-9478,84.92,37.48,471.8,284.16,8.93,16.21,126.1,5.25,Case
351,490.64,267.83,271.85,440.08,104.09,-2.34,86.8,-0.21,222.81,45.41,78180.02,18235,0.39,14363,-5817,10047,-10549,-1.97,29.82,455.53,271.54,7.73,15.79,139.91,7.22,Case
353,480.4,244.53,245.91,479.39,97.74,-0.46,80.76,3.51,235.87,49.1,83247.56,13706,0.34,14504,-5551,13249,-17207,80.13,36.62,392.29,257.85,8.59,15.61,141.44,6.15,Case
353,361.71,223.67,230.89,361.65,86.27,5.49,83.3,9.47,138.04,38.16,48718.97,6355,0.6,6292,-4331,9545,-20221,62.2,30.77,338.98,247.85,11.75,17.94,184.79,14.13,Case
337,365.86,219.4,226.94,363.34,103.2,4.91,92.31,11.39,146.46,40.03,49367.18,10124,0.63,10953,-4331,9799,-15010,67.8,47.78,355.81,242.83,11.99,24.02,187.61,14.21,Case
349,364.54,219.97,227,360.08,102.24,4.7,92.95,10.23,144.57,39.66,50430.57,9882,0.64,10215,-4692,11748,-14822,66.97,40.23,356.12,248.17,11.5,20.45,176.23,13.59,Case
355,360.58,223.3,228.57,356.75,97.52,2.62,89.12,4.44,137.28,38.07,48738.65,8973,0.65,10058,-4425,11494,-13691,65.65,34.66,354.8,253.57,10.41,19.01,163.57,12.85,Case
349,368.11,228.57,233.22,348.27,85.75,0.97,80.95,6.18,139.54,37.91,48678.19,7049,0.58,7454,-4566,11621,-17522,57.11,33.89,351.85,258.21,10.31,17.91,173.22,14.28,Case
339,363.09,220.34,229.51,363.09,91.52,5.27,86.47,11.15,142.75,39.31,48388.43,7355,0.61,8175,-4221,8540,-14949,62.89,41.81,335.39,243.58,11.6,21.73,159.05,12.06,Case
345,364.85,219.28,227.38,363.72,103.79,4.78,92.95,10.95,145.57,39.9,50197.35,10074,0.64,10811,-4394,11118,-15452,67.97,48.01,352.67,244.21,11.83,22.83,186.52,14.1,Case
345,364.35,221.35,229.2,360.83,101.61,4.45,93.23,7.97,143,39.25,49310.36,9742,0.65,10545,-4551,13255,-14695,69.1,36.04,357.32,251.81,10.95,19.33,175.9,13.51,Case
353,363.66,225.81,233.09,353.55,92.35,1.09,86.75,3.76,137.85,37.91,48652.75,8318,0.63,8787,-4692,13128,-14943,61.6,31.79,359.89,250.74,9.99,18,164.65,13.17,Case
347,361.27,228.82,235.48,358.7,84.31,3.76,81.1,9.16,132.44,36.66,45934.57,6033,0.61,6324,-4409,11554,-19029,57.55,24.14,344.75,256.58,11.34,17.86,176.63,13.73,Case
335,365.6,220.16,231.15,363.91,102.57,4.95,93.66,10.99,145.45,39.78,48752.59,9832,0.64,10921,-4190,9986,-14132,69.23,42.8,357.82,242.01,12.08,27.23,170.41,12.87,Case
345,363.53,219.97,226.25,362.4,102.96,4.51,92.78,10.52,143.56,39.49,49504.46,9912,0.65,10576,-4676,11554,-14822,71.05,33.7,358.01,248.42,11.46,20.29,179.03,13.63,Case
347,362.15,222.92,229.76,361.65,99.95,3.12,92.29,6.52,139.24,38.45,48289.76,9277,0.66,10278,-4629,10235,-13945,65.99,35.99,355.18,251.74,10.63,20.11,166.19,12.71,Case
357,368.37,228.19,236.17,348.58,87.68,0.69,83.29,4.01,140.17,38.05,50061.99,7477,0.59,8348,-4582,9672,-15391,54.44,29.95,360.77,258.97,9.9,17.73,157.55,12.97,Case
343,360.33,224.55,231.97,360.26,86.72,4.01,83.46,9.3,135.78,37.68,46552.99,6263,0.61,6653,-4315,8982,-18526,62.87,28.95,338.16,247.73,11.72,18.47,175.07,13.49,Case
337,363.91,219.53,229.57,362.47,104.06,4.66,93.81,11.47,144.38,39.67,48667.42,10165,0.65,11062,-4315,12056,-14320,70.87,43.65,354.93,248.1,11.68,23.11,185.83,14.14,Case
347,362.59,220.97,227.94,357.88,102.3,4.44,93.06,9.94,141.61,39.06,49114.7,9583,0.66,10419,-4535,11366,-14253,70.54,33.04,357.94,250.99,11.36,20.58,169.57,13.24,Case
355,359.26,223.99,231.65,355.81,96.97,1.53,89.17,3.89,135.27,37.65,48025.26,8877,0.66,10027,-4692,11929,-13442,62.62,32.4,354.68,252.94,10.22,19.39,162.7,12.85,Case
345,365.6,230.46,235.42,349.78,85.28,1.27,80.84,8.36,135.14,36.96,46601.39,6501,0.6,7359,-4582,11112,-18526,55.46,27.16,349.78,254.26,10.86,18.63,176.74,14.45,Case
345,361.71,219.03,228.13,361.08,97.22,4.97,89.5,9.58,142.69,39.45,49201.84,8565,0.63,10043,-4299,11560,-14193,69.4,39.27,348.71,245.03,11.2,22.82,163.54,12.54,Case
339,362.9,220.53,228.57,362.27,104.75,4.45,94.22,10.96,142.37,39.23,48261.22,9867,0.66,11141,-4582,10428,-14574,72.79,52.08,349.71,247.54,11.64,21.61,180.22,13.73,Case
345,362.47,222.61,228.95,359.2,102.18,4.01,93.23,7.86,139.86,38.59,48227.19,9473,0.67,10545,-4519,12183,-14508,69.77,35.71,356,247.6,11.13,20.38,166.86,12.93,Case
355,361.71,227.06,235.6,351.6,91.77,0.91,86.89,3.62,134.65,37.23,47803.93,7924,0.65,8677,-4723,12371,-15325,60.31,31.58,358.13,253.63,9.89,17.6,158.33,12.81,Case
345,358.88,230.71,240.57,357.25,84.04,3.62,81.45,9.28,128.18,35.72,44199.22,5773,0.64,6794,-4315,11366,-19719,56.81,29.26,341.17,259.59,11.36,18.15,171.84,13.46,Case
335,364.1,219.72,226.12,362.34,103.2,4.86,92.34,11.42,144.38,39.65,48395.53,9847,0.64,11000,-4378,10864,-13751,70.61,43.23,356.06,249.05,11.53,24.11,173.53,13.22,Case
347,362.15,220.59,225.05,360.45,104.75,4.69,93.06,10.89,141.56,39.09,49095.81,9861,0.66,11251,-4566,12873,-13128,70.36,37.86,355.56,253.88,11.27,19.52,172.99,13.31,Case
347,360.89,223.3,227.69,357.19,101.47,4.12,92.1,7.15,137.6,38.13,47720.9,9160,0.67,10356,-4472,10985,-13878,71.5,37.73,354.05,253.82,10.89,20.27,167.57,13.13,Case
355,361.21,228.26,238.37,348.4,90.72,0.84,86.49,3.46,132.95,36.81,47202.27,7749,0.65,8897,-4613,10743,-14822,60.6,43.96,350.66,259.59,9.83,17.73,162.53,13.39,Case
345,356.87,230.58,237.11,356.87,83.87,3.46,80.55,9.22,126.3,35.39,43550.15,5717,0.64,6794,-4315,11306,-18841,58.37,26.81,339.73,257.02,11.68,18.25,182.14,14.3,Case
331,362.47,220.22,233.97,361.21,104.45,4.84,95.46,11.21,142.25,39.24,47154.55,9977,0.67,11502,-4174,12565,-13818,71.85,40.45,357.32,248.79,11.46,24.55,177.7,13.62,Case
343,360.89,220.22,226.69,357.63,104.78,4.47,94.24,10.71,140.68,38.98,48231.75,9879,0.67,11078,-4551,12498,-13624,71.41,37.2,354.18,252.69,11.31,20.27,167.24,13.08,Case
353,357.82,223.92,234.54,356,99.97,2.02,93,4.37,133.9,37.42,47257.85,9020,0.69,10200,-4503,11306,-13128,68.05,38.63,351.35,254.51,10.22,19.54,160.06,12.63,Case
347,366.36,230.89,238.62,348.52,87.18,0.89,83.02,7.04,135.46,36.98,46982.02,6949,0.61,8285,-4692,11621,-15700,55.79,33.5,352.41,257.9,10.34,18.13,159.65,13.14,Case
341,361.77,221.85,231.21,360.71,95.71,5.2,88.86,9.58,139.92,38.68,47699.79,7893,0.64,9556,-4221,10555,-13436,67.91,45.5,340.36,248.6,11.15,22.24,154.19,11.85,Case
337,362.72,221.03,228.88,361.77,106.3,4.72,94.94,10.93,141.68,39.06,47757.52,9950,0.67,11015,-4441,12873,-14943,73.05,44.79,352.17,248.48,11.51,22.4,195.97,14.97,Case
347,361.46,223.3,228.07,359.14,103.68,4.22,93.66,8.15,138.16,38.22,47918.22,9483,0.68,10937,-4472,12686,-14132,71.03,37,355.24,254.83,10.9,19.7,170.23,13.2,Case
353,360.71,230.14,234.98,352.73,92.23,0.84,86.13,3.76,130.56,36.2,46080.84,7720,0.66,9007,-4755,11935,-14132,60.09,43.1,352.98,259.85,9.87,17.81,157.04,12.62,Case
345,358.82,231.9,239.12,358.01,85.01,3.76,81.59,9.13,126.92,35.37,43767.2,5806,0.64,6528,-4331,11427,-19029,58.29,31.79,339.73,260.6,11.41,17.54,180.67,14.1,Case
339,364.41,222.04,227.5,360.65,104.78,4.94,93.45,11.86,142.37,39.07,48261.22,9841,0.66,11423,-4190,9484,-13818,70.75,46.38,355.49,252.06,11.39,24.57,178.26,13.71,Case
347,360.33,222.98,229.45,358.25,105.11,4.58,94.66,10.41,137.35,38.12,47634.84,9481,0.69,10749,-4503,11494,-14387,72.4,43.3,352.54,253.94,11.38,21.49,179.77,14.01,Case
351,358.82,225.18,234.79,356.43,101.8,2.27,94.02,4.42,133.64,37.24,46892.3,9130,0.7,10764,-4660,11935,-12625,67.69,33.47,353.36,251.56,10.1,19.51,161.42,12.71,Case
351,366.61,233.22,238.18,351.22,87.51,0.95,82.58,6.08,133.39,36.38,46803.1,6852,0.62,8254,-4707,10676,-15948,59.31,28.38,356.06,263.68,10.35,17.73,164.3,13.32,Case
345,362.9,225.12,230.08,362.34,94.8,5.41,88.34,9.43,137.78,37.97,47511.34,7408,0.64,8944,-4284,10489,-14943,67.66,33.65,347.52,248.86,11.48,22.04,164.36,12.52,Case
337,364.41,222.86,234.73,362.84,106.34,4.77,97.08,11.17,141.55,38.84,47714.67,9854,0.69,11345,-4472,11306,-15948,70.37,51.29,351.41,248.92,11.66,23.05,192.76,14.64,Case
347,362.72,224.68,230.77,358.07,103.84,4.31,94.94,7.9,138.04,38.06,47874.13,9338,0.69,10184,-4755,11935,-14072,69.74,39.49,353.61,254.01,11.04,19.93,166.73,13,Case
355,360.2,229.57,235.8,354.18,93.47,0.92,87.69,3.42,130.63,36.27,46377.14,7864,0.67,8787,-4833,10985,-14574,59.86,28.26,358.51,260.47,9.74,17.25,158.28,12.62,Case
341,360.96,233.97,240.63,359.14,85.5,3.42,81.81,9.06,126.99,35.18,43290.48,5823,0.64,6810,-4409,9296,-19156,56.15,26.17,343.75,257.52,11.16,18.36,181.42,14.07,Case
335,364.72,222.11,228.07,360.2,104.25,5.02,93.17,11.32,142.62,39.1,47805.17,9802,0.65,10686,-4284,10295,-12752,70.03,43.48,356.63,251.18,11.28,22.92,162.77,12.55,Case
345,360.96,222.35,232.03,360.65,106.52,4.53,96.61,11.01,138.61,38.4,47795.18,9699,0.7,11329,-4519,11681,-14508,70.51,38.94,354.11,257.77,11.11,19.86,186.28,14.32,Case
